,id,name,lat,lon,amenity,opening_hours,website,phone,cuisine
965,664499898,La Fiorentina,48.1343399,11.5588067,restaurant,"Tu-Fr 11:30-15:30, We-Fr 18:00-23:00","[nan, nan, nan, nan]",,"['italian', nan, nan]"
966,666750045,Cafe Schuntner,48.1212419,11.5408783,cafe,08:00-19:00,"['http://www.cafe-schuntner.de/', nan, nan, nan]",,"[nan, nan, nan]"
967,667076584,Dankl 32,48.1174312,11.5468069,cafe,Tu-Su 10:00-18:00,"[nan, nan, nan, nan]",+49 89 46227667,"['cafe', nan, nan]"
968,667535961,Bei Mario,48.1521395,11.5782839,restaurant,Mo-Su 11:30-00:30,"[nan, 'http://www.ristorante-bei-mario.de/', nan, nan]",,"['italian', nan, nan]"
969,669542855,Hüller,48.1268977,11.5791734,cafe,"Mo-Fr 11:00-23:00, Sa 10:00-23:00, Su 10:00-22:00","[nan, nan, nan, nan]",+498918938713,"[nan, nan, nan]"
970,669775019,Zur grünen Lage,48.1083405,11.6081154,restaurant,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
971,672684200,Tre Stelle,48.1451701,11.5601661,restaurant,Mo-Sa 11:00-23:00,"[nan, nan, nan, nan]",,"['italian', nan, nan]"
972,672691958,Goldoni,48.1476665,11.5617612,restaurant,"Mo-Fr 11:00-15:00, 17:00-23:00; Sa 17:00-23:00; Su 15:00-23:00","['http://www.goldoni-holzofenpizza.de', nan, nan, nan]",+49 89 5424 3577,"['italian', nan, nan]"
973,672731217,Bella Italia,48.137585,11.5663292,restaurant,Mo-Su 10:30-00:30,"[nan, nan, nan, nan]",+4989593259,"['italian', nan, nan]"
974,672731218,Ristorante Italomania,48.1355971,11.5692452,restaurant,Mo-Su 11:00-23:30,"[nan, nan, nan, nan]",,"['italian', nan, nan]"
975,672733019,Kantine im Justizpalast,48.1409582,11.5640621,restaurant,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
976,673851010,Giasinga Schlümpfe,48.1204119,11.5727243,pub,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
977,674110800,MS Oase,48.1748984,11.5961302,restaurant,Mo-Fr 8:00-15:00,"['http://www.ms-oase.de/', nan, nan, nan]",,"[nan, nan, nan]"
978,675804220,Al Pacino,48.1456659,11.5827779,restaurant,"Mo-Fr 11:45-14:30,18:00-22:30; Sa 18:00-22:30; Su off","[nan, nan, nan, nan]",,"['italian', nan, nan]"
979,677195653,Old No.7,48.1300074,11.4869906,bar,Mo-Su 11:00-03:00,"[nan, nan, nan, nan]",+49 89 74009940,"[nan, nan, nan]"
980,677195665,Gelato Caffè,48.1296019,11.4897572,cafe,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
981,677195690,Troja im Grünen Kranz,48.1277411,11.4996565,restaurant,"Mo-Su 17:00-01:00, Sa,Su 11:30-14:00","['https://troja-munich.de/', nan, nan, nan]",+49 89562470,"['mediterranean', nan, nan]"
982,677214276,Sushi Wok,48.1149901,11.4801521,restaurant,"Mo-Su,PH 11:30-15:00,17:30-23:00","[nan, nan, nan, nan]",,"['asian', nan, nan]"
983,677214309,Trattoria Quattro Mori,48.1143868,11.4789882,restaurant,"Mo-Su 11:45-14:30,17:45-22:30","['https://trattoria4mori.de', nan, nan, nan]",+49 89 714 19 63,"['italian', nan, nan]"
984,677225788,Zur Floßlände,48.0954719,11.5461313,restaurant,Mo-Fr 17:00+; Sa 15:00+; Su 11:00+,"['https://www.villa-flosslaende.de/', nan, nan, nan]",+49 89 54 04 36 06,"['regional', nan, nan]"
985,678046335,Brünner Eck,48.1581063,11.5427975,restaurant,Mo-Sa 14:00-01:00; Su 12:00-22:00,"['https://bruennereck.jimdo.com/', nan, nan, nan]",,"['bohemian', nan, nan]"
986,678046339,Vegan Chay Restaurant,48.1583613,11.5416801,restaurant,"Mo-Sa 17:00-22:30, Su, PH 13:00-22:30","[nan, 'https://www.chayrestaurant.de/', nan, nan]",,"['vietnamese', nan, nan]"
987,678060290,Route 51,48.215469,11.5295972,pub,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
988,678070759,Reiskorn,48.1565785,11.5112961,restaurant,Mo-Fr 11:00-22:00; Sa 17:00-22:00; Su 12:00-22:00; Mo-Fr 06:30-18:00; Sa 06:30-12:00; Su 08:00-18:00,"[nan, nan, nan, nan]",,"['vietnamese', nan, nan]"
989,678070766,Nymphenburger Bistro,48.1528256,11.5074413,bar,,"[nan, nan, nan, nan]",,"['greek', nan, nan]"
990,682198296,Tokami,48.1485382,11.573798,restaurant,"Mo-Su 12:00-14:30,18:00-23:00","[nan, 'http://www.tokami.de/', nan, nan]",,"['japanese', nan, nan]"
991,682198299,Asaka,48.1485756,11.5770892,restaurant,"Tu-Su,PH 11:30-15:00,17:30-23:00; Mo off","[nan, nan, nan, nan]",,"['sushi', nan, nan]"
992,682198307,Sesam öffne dich,48.1480937,11.5771706,restaurant,"Mo-Sa 10:00-17:00; Su, PH off","[nan, 'http://sesam-öffne-dich.de/', nan, nan]",,"['arab', nan, nan]"
993,682198314,Limoni,48.1487065,11.5775756,restaurant,"Mo-Fr 12:00-14:30,18:30-23:00; Sa 18:30-23:00; Su,PH off","[nan, 'http://www.limoni-ristorante.com/', nan, nan]",,"['italian', nan, nan]"
994,683211284,Ristorante da Ugo,48.1416369,11.4489299,restaurant,"Tu-Sa 11:30-15:00,18:00-23:00; Su 11:30-23:00","['http://www.ristorante-da-ugo.de/', nan, nan, nan]",+49 89 83929131,"['italian', nan, nan]"
995,683442835,Malzraum,48.1564335,11.5402855,restaurant,Mo-Sa 18:00-24:00; Su 18:00-23:00,"['https://malzraum.de/', nan, nan, nan]",,"['bavarian', nan, nan]"
996,683451950,Sicilia,48.1932315,11.4591628,restaurant,"Mo-Fr 11:30-14:30,17:30-23:00; We off; Sa 17:30-23:00; PH,Su 11:30-23:00","['http://www.ristorantesicilia.de', nan, nan, nan]",,"['italian', nan, nan]"
997,685478628,Mozzamo,48.1051818,11.5439773,restaurant,Tu-Su 11:30-24:00,"['http://mozzamo.de', nan, nan, nan]",+49 89 71054295,"['italian', nan, nan]"
998,691726488,Jagdschloss,48.1552658,11.4528482,restaurant,Mo-Su 09:00-24:00,"['https://www.jagd-schloss.com/', nan, nan, nan]",+49 89 820 820,"['regional', nan, nan]"
999,691726495,Augustiner Alm,48.1548612,11.4534461,pub,Mo off; Tu-Su 15:00-22:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1000,692187595,Diwan,48.1525741,11.5356252,restaurant,,"['https://restaurant-diwan.de/', nan, nan, nan]",+49 89 97330099,"['persian', nan, nan]"
1001,692760021,Orange,48.1108895,11.5338207,pub,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1002,692766720,A Tavola,48.096524,11.5136461,cafe,Mo-Sa 09:00-18:00; PH off,"[nan, nan, nan, nan]",+49897849560,"[nan, nan, nan]"
1003,692957050,Schmidhofer,48.0991966,11.5189557,cafe,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1004,692957734,Eis 118,48.0992488,11.5197353,cafe,,"['http://eis-118.npage.de/', nan, nan, nan]",,"[nan, nan, nan]"
1005,693584434,La Luna,48.1520179,11.5288434,restaurant,"Mo-Fr 11:00-14:30,17:30-22:00; Sa 11:00-12:00,17:30-22:00; Su off","[nan, nan, nan, nan]",,"['italian;pizza', nan, nan]"
1006,693819298,Schlosswirtschaft Schwaige,48.1556251,11.5056392,restaurant,Mo-Su 11:00-24:00,"['https://www.schlosswirtschaft-schwaige.de/', nan, nan, nan]",+49 89 12 02 08 90,"['regional', nan, nan]"
1007,696786235,Trattoria Pizzeria Italiana,48.1325521,11.6667948,restaurant,,"[nan, nan, nan, nan]",+49 89 45452604,"['italian', nan, nan]"
1008,696796604,The Grill,48.1402387,11.567716,restaurant,"Mo-Th 18:00-00:00; Fr, Sa 18:00-01:00","['https://the-grill-munich.de/', nan, nan, nan]",+49 89 452 059 566,"['steak_house', nan, nan]"
1009,696834792,Opson,48.1350663,11.5344127,restaurant,Mo-Sa 17:00-01:00; Su 11:00-01:00,"['http://www.opson.de/', nan, nan, nan]",,"['greek', nan, nan]"
1010,696996735,Goldmarie,48.1255024,11.5512287,restaurant,"Mo-Fr 12:00-15:00,18:00-24:00; Sa 18:00-24:00","['http://www.goldmarie-muenchen.de', nan, nan, nan]",+49 89 51669272,"['regional', nan, nan]"
1011,698868692,Weinhaus Schneider,48.136888,11.5773829,restaurant,Tu-Su 16:30-01:00,"[nan, nan, nan, nan]",,"['bavarian', nan, nan]"
1012,699724069,Tosto,48.1155962,11.5796814,cafe,Mo-Su 06:00-23:30,"[nan, nan, nan, nan]",+498921757857,"['italian', nan, nan]"
1013,699724074,Bäckerei Ziegler,48.1154282,11.5794973,cafe,Mo-Fr 05:30-19:30; Sa 07:00-17:00; Su 08:00-17:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1014,699740103,Segafredo,48.1359799,11.5732847,cafe,Mo-Fr 08:00-24:00; Sa 09:00-16:30,"[nan, nan, nan, nan]",,"['coffee_shop', nan, nan]"
1015,699797368,Ned Kelly's,48.1387969,11.5746476,pub,"Mo-Th 16:00-01:00, Fr,Sa 11:00-03:00, Su 12:00-01:00","['https://www.nedkellysbar.com/', nan, nan, nan]",,"[nan, nan, nan]"
1016,699800077,Pausenhof am Dom,48.1380515,11.5742859,restaurant,Mo-Sa 10:00-18:00,"['http://www.muenchnerbrotzeitamdom.com', nan, nan, nan]",+49 89 216 65 440,"['regional', nan, nan]"
1017,699812911,Café Remer,48.1374744,11.5756568,cafe,Tu-Sa 10:00-18:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1018,699996034,Rathaus Kantine,48.137705,11.5758602,restaurant,Mo-Fr 11:00-18:30; Sa 12:00-16:00,"[nan, nan, nan, nan]",,"['regional', nan, nan]"
1019,700042708,Cafe am Sendlinger Tor,48.133938,11.5667213,cafe,Mo-Fr 06:30-20:00; Sa 07:30-18:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1020,700042712,s'Wirtshaus am Sendlinger Tor,48.1339833,11.5668731,restaurant,24/7,"['http://wirtshaus-am-sendlinger-tor.de/', nan, nan, nan]",,"[nan, nan, nan]"
1021,700102103,Baldini,48.1356398,11.572472,cafe,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1022,700102106,Münchner Suppenküche,48.1357845,11.572326,restaurant,Mo-Fr 10:00-15:00,"['https://muenchner-suppenkueche.de/', nan, nan, nan]",+49 89 18944550,"['soup', nan, nan]"
1023,700142530,Lax Bar,48.1344921,11.570169,restaurant,"Tu,Th 18:00-24:00; Fr,Sa 15:00-01:00","['https://laxbar.com', nan, nan, nan]",+49 89 4520 1714,"['fish', nan, nan]"
1024,700771076,Maily,48.1357216,11.5799001,restaurant,,"['https://www.maily-tal.de', nan, nan, nan]",+49 89 59992851,"['asian', nan, nan]"
1025,700957664,Altes Hackerhaus,48.1357858,11.5711774,restaurant,Mo-Su 10:00-24:00,"[nan, 'http://www.hackerhaus.de/', nan, nan]",,"['bavarian', nan, nan]"
1026,701004772,Kaimug,48.1348576,11.5690706,restaurant,Mo-Sa 11:00-22:00,"['https://www.kaimug.de/', nan, nan, nan]",+498926949008,"['thai', nan, nan]"
1027,701372398,Patolli,48.1342926,11.5680554,bar,Mo-Tu 09:00-19:00; We-Sa 09:00-02:00,"['http://www.patolli.net', nan, nan, nan]",,"['coffee_shop', nan, nan]"
1028,701376164,il Gelato Italiano,48.1392174,11.5622383,cafe,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1029,701376207,Bellisimo,48.1387959,11.5639236,cafe,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1030,701421198,Wave,48.1375052,11.5667583,restaurant,"Mo-Fr 11:30-14:30,17:30-22:00; Sa 17:00-22:00","['http://wave-muc.com/', nan, nan, nan]",+49 89 2603226,"['pizza', nan, nan]"
1031,701438051,Brezenreiter,48.1357725,11.5771377,restaurant,Mo-We 08:30-23:30; Th-Sa 08:30-24:00; Su 10:30-21:00,"['https://www.brezenreiter.de/lokal.html', nan, nan, nan]",,"[nan, nan, nan]"
1032,701541172,Starbucks,48.1354146,11.575388,cafe,Mo-Fr 07:00-19:00; Sa 08:30-21:00; Su 10:00-19:00,"[nan, 'http://www.starbucks.de', nan, nan]",,"['coffee_shop', nan, nan]"
1033,703117054,Vapiano,48.142315,11.551109,restaurant,"Mo-Th 10:00-24:00; Fr-Sa 10:00-01:00; Su 10:00-24:00; Dec 24 10:00-15:00; Dec 25 off; Dec 26,Jan 01 12:00-23:00; Dec 31 10:00-23:00","['https://de.vapiano.com/de/restaurants/vapiano-muenchen-2-hackerbruecke-4-1/', nan, nan, nan]",,"['italian', nan, nan]"
1034,703979500,Amai,48.1343054,11.5773496,cafe,Mo-Sa 10:30-18:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1035,703979501,Majestick,48.1344142,11.5788095,pub,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1036,703979503,Tini's,48.1345532,11.5784013,pub,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1037,703979517,Hans im Glück,48.1340669,11.5822507,restaurant,Su-Sa 11:00-23:00,"[nan, 'https://hansimglueck-burgergrill.de', nan, nan]",,"['burger', nan, nan]"
1038,705581658,Zum Brückenstüberl,48.1284306,11.5386113,pub,Mo-Sa 09:00+; Su off,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1039,705581699,Ayurveda,48.128328,11.5386031,restaurant,"Mo-Fr,Su 11:30-14:30, Mo-Su 17:30-23:00","[nan, nan, nan, nan]",,"['indian', nan, nan]"
1040,706103350,the spice basaar,48.140764,11.5820237,restaurant,"Mo-Fr 11:30-15:00,18:00-01:00, Sa 12:00-01:00, Su 12:00-22:00","['http://thespicebazaar.de', nan, nan, nan]",+49 89 25547777,"[nan, nan, nan]"
1041,706550816,Antonius Tenne,48.121249,11.5408077,restaurant,"Tu,We,Th 17:00-24:00; Fr,Sa 17:00-03:00","['https://antonius-tenne.de', nan, nan, nan]",+49 89 773964,"['italian;bavarian', nan, nan]"
1042,707949937,,48.1543309,11.5341497,restaurant,,"[nan, nan, nan, nan]",,"['regional;german', nan, nan]"
1043,709050055,Self,48.1121583,11.5531592,bar,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1044,712569526,Abseits,48.1618424,11.5885611,bar,,"['http://www.abseits-rockbar.de', nan, nan, nan]",+49 89 341482,"[nan, nan, nan]"
1045,712625699,Milos,48.1489729,11.5343352,restaurant,Su-Sa 11:00-24:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1046,719808969,Pils- & Cocktailbar HappyCorner,48.1705481,11.5345836,pub,Mo-Fr 16:30+; Sa 18:30+,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1047,719809009,Nini Café & Konditorei Borstei,48.1706192,11.5340589,cafe,We-Mo 11:00-16:00; PH open,"['www.nini-cafe-borstei.de', nan, nan, nan]",+49 89 922 881 11,"[nan, nan, nan]"
1048,720627679,mammaminuti,48.1831334,11.5946158,restaurant,Mo-Fr 11:00-19:00,"['https://www.rilano-hotel-muenchen.de/essen-trinken/mamma-minuti/', nan, nan, nan]",,"['italian', nan, nan]"
1049,722320867,Zöttl,48.081096,11.5285175,cafe,Mo-Sa 06:30-20:00; Su 08:00-17:00,"['https://zoettl.de/', nan, nan, nan]",,"[nan, nan, nan]"
1050,722323502,Famy - die Vitallounge,48.0809055,11.5281696,restaurant,"Mo-Sa 10:00-20:30; PH,Su off","[nan, nan, nan, nan]",+49 89 74999606,"['vietnamese', nan, nan]"
1051,725632777,Hunsinger,48.1495463,11.5711842,restaurant,"Tu off; Mo,Tu,We-Sa 11:00-01:00, Su 11:00-18:00","[nan, nan, nan, nan]",+49 89 24290204,"[nan, nan, nan]"
1052,729311202,Südstadt,48.1237094,11.5608681,pub,"Mo-Th 19:00-01:00, Fr-Sa 19:00-04:00","[nan, 'https://www.suedstadt-muenchen.net/', nan, nan]",,"[nan, nan, nan]"
1053,729675526,Dolce Vita,48.0801518,11.5287596,restaurant,Mo-Sa 10:00-22:00,"[nan, nan, nan, nan]",,"['italian', nan, nan]"
1054,733153637,Ewiges Licht,48.1501951,11.5222829,restaurant,Mo-Su 10:30-01:00,"[nan, 'http://www.augustiner-braeu.de/detail/gaststaette/ewiges-licht.html', nan, nan]",,"['bavarian', nan, nan]"
1055,733568802,RockBox Bar,48.1363729,11.579688,pub,Mo-Th 15:00-04:00; Fr-Sa 15:00-05:00; Su 19:00-04:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1056,733971179,Karnoll's Kaffeestandl,48.1346309,11.5766057,cafe,Mo-Fr 05:30-17:30; Sa 05:30-14:30,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1057,734773279,Mille Miglia,48.1364835,11.5372244,restaurant,"Mo-Th 11:00-14:30, 17:30-23:00; Su 17:00-23:00; Fr 11:00-14:30, 17:30-23:30; Sa 17:00-23:30","['https://www.mille-miglia-ristorante.de/', nan, nan, nan]",+498951115855,"['italian', nan, nan]"
1058,734773281,Ruen-Thai,48.1350115,11.5353338,restaurant,Mo-Th 11:30-15:00; Mo-Su 17:30-23:00,"['https://rueen-thai.de/', nan, nan, nan]",+49 89 503239,"['thai', nan, nan]"
1059,741557385,étoile café & imbiss,48.1353862,11.6094374,cafe,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1060,747130511,Maharaja,48.1511086,11.5360448,restaurant,"Su-Fr 11:30-14:30, 17:30-24:00; Sa 17:30-24:00","[nan, 'http://www.maharajamunich.com/', nan, nan]",,"['indian', nan, nan]"
1061,747130512,Taj Mahal,48.1513603,11.5375795,restaurant,"Mo-Sa 11:30-14:30,17:30-24:00; Su,PH 11:30-00:00","[nan, 'http://www.taj-mahal-muenchen.de', nan, nan]",,"['indian', nan, nan]"
1062,752204771,Funkstadl,48.1428079,11.5533059,restaurant,Mo-Sa 11:00-23:00,"[nan, nan, nan, nan]",+49 89 55 53 55,"['balkan', nan, nan]"
1063,756508013,Kini's Kitchen,48.1598563,11.5465444,restaurant,"Mo 00:00-01:00; Tu 11:00-24:00; We-Fr 00:00-01:00,11:00-24:00; Sa,Su 00:00-01:00,10:00-24:00","[nan, 'http://www.kinis-kitchen.de', nan, nan]",,"['bavarian', nan, nan]"
1064,764072885,ALEX,48.1532032,11.5327689,restaurant,"Mo-Th 08:00-01:00, Fr-Sa 08:00-02:00, Su 09:00-01:00","[nan, 'https://www.dein-alex.de/dein-alex-muenchen-rotkreuzplatz', nan, nan]",,"[nan, nan, nan]"
1065,764651751,Haus des Lächelns,48.1085739,11.5145563,restaurant,"Mo-Fr 17:00-02:00, Sa 12:00-24:00, Th 17:00-22:45, Su 12:00-24:00","['https://www.hausdeslaechelnsmuenchen.de/', nan, nan, nan]",,"['asian', nan, nan]"
1066,765319920,Taverne Kyklos,48.1479174,11.5337251,restaurant,"Su-Tu 17:00-01:00, Fr-Sa 17:00-03:00","[nan, 'http://www.taverne-kyklos.de', nan, nan]",,"['greek', nan, nan]"
1067,765319921,Bollywood,48.1475653,11.5347765,restaurant,"Mo-Fr 11:30-14:30, 17:30-23:00; Sa-Su 17:30-23:00","[nan, 'http://www.bollywood-muenchen.com/', nan, nan]",,"['indian', nan, nan]"
1068,765530006,TimBallo,48.1461225,11.5727586,cafe,Mo-Fr 10:00-15:00; Sa 10:00-18:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1069,765639212,Josefa,48.1383924,11.5461254,cafe,"Mo-Fr 09:00-23:00, Su 10:00-17:00","[nan, nan, nan, nan]",,"['coffee_shop;regional', nan, nan]"
1070,765644405,Kongressbar,48.1322054,11.5439738,bar,"Su,Mo off; Tu-Th 17:00-01:00, Fr-Sa 17:00-03:00","['https://kongressbar.de/', nan, nan, nan]",+49 89 45211700,"[nan, nan, nan]"
1071,765857670,LaL QiLa,48.1012859,11.5238504,restaurant,"Su-Fr 11:30-14:30,17:30-23:00; Sa 17:30-23:00","['http://www.lal-qila.de/', nan, nan, nan]",+49 89 35852921,"['indian', nan, nan]"
1072,766437745,POP-AS,48.1318316,11.5665117,pub,Mo-Su 21:00+,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1073,768669326,Sir John,48.1583895,11.4150341,pub,Mo 16:00+; Tu-Sa 11:00+,"[nan, nan, nan, nan]",+49 89 8974 4975,"[nan, nan, nan]"
1074,769062131,Bami House,48.1398338,11.5641327,restaurant,Mo-Su 11:00-23:00,"[nan, nan, nan, nan]",,"['vietnamese', nan, nan]"
1075,773013665,Relax Cafe & Lounge,48.0978384,11.5285256,bar,,"[nan, nan, nan, nan]",+49 1525 2756729,"[nan, nan, nan]"
1076,773013666,Harry's,48.0977643,11.5284791,pub,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1077,781610098,Dionysos,48.1665079,11.4569941,restaurant,"Mo-Su 11:30-14:30,17:30-22:30; Tu off","['http://www.dionysos-obermenzing.de', nan, nan, nan]",,"['greek', nan, nan]"
1078,783701987,Gleiswirtschaft,48.1103646,11.5962663,restaurant,Mo-Fr 11:00-24:00; Sa-Su 17:00-24:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1079,789659585,Unilounge im Freien,48.1512827,11.580949,pub,"Mo-Sa 08:00-01:00; Su,PH 11:00-19:00","[nan, 'http://www.unilounge-muenchen.com/', nan, nan]",,"[nan, nan, nan]"
1080,790030151,Ristorante Tiziano,48.1613941,11.5241206,restaurant,,"[nan, nan, nan, nan]",,"['italian', nan, nan]"
1081,790030180,Gerner Café,48.1612596,11.5236508,cafe,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1082,792952264,Rittergut München,50.8710108,11.2538368,restaurant,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1083,793849345,Die Leckerei,48.132934,11.5393728,cafe,"Mo-Fr 10:00-18:00+; Sa off; PH,Su 12:00-18:00+; ""bei schönem Wetter bis 20:00""","[nan, nan, nan, nan]",+49 89 39 29 25 67,"[nan, nan, nan]"
1084,797803767,Daily,48.1763996,11.5917815,restaurant,Mo-Fr 08:30-17:00,"['http://www.daily-highlight.de/', nan, nan, nan]",,"[nan, nan, nan]"
1085,798525437,Pizzeria Mamma Mia,48.1145975,11.696668,restaurant,,"['https://www.pizzeria-mammamia.de/', nan, nan, nan]",,"['italian', nan, nan]"
1086,798564402,Schoberwirt,48.1248565,11.5801371,restaurant,Mo-Su 11:00-23:00,"['http://www.schoberwirt.de', nan, nan, nan]",+49 89 4622 2345,"['regional', nan, nan]"
1087,798614845,Kleines Max,48.1371951,11.5820987,restaurant,"Mo-Fr 07:00-10:00, 12:00-14:00, 18:00-22:00; Sa 07:00-11:00, 18:00-22:00; Su 07:00-11:00","[nan, nan, nan, nan]",,"[nan, nan, nan]"
1088,799737501,Zur Gruam,48.1203437,11.55579,bar,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1089,802468332,Corretto,48.1766799,11.4895597,restaurant,Tu-Su 11:30-24:00,"['https://pizzeria-corretto.de', nan, nan, nan]",+49 89 143 48 148,"['italian', nan, nan]"
1090,814741869,Cafe am Tierpark,48.1004666,11.5447759,restaurant,Mo-Su 11:00-23:00,"[nan, nan, nan, nan]",,"['pizza', nan, nan]"
1091,817839061,Taverne Kyano,48.0944869,11.5198609,restaurant,"Mo-Fr 11:30-14:30,18:00-24:00, Sa,PH 18:00-24:00, Su closed","['http://kyano.eu', nan, nan, nan]",+49 89 7849964,"['greek', nan, nan]"
1092,821058046,Gasthaus Hachinger Bach,48.1046794,11.633517,restaurant,Tu-Fr 10:00-00:00; Sa-Su 09:00-00:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1093,821285561,Nestroy Stüberl,48.1216143,11.5347527,bar,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1094,822815495,Romina´s,48.1184444,11.5169749,pub,"Mo-Fr 16:00-01:00, PH,Sa 18:00-01:00","[nan, nan, nan, nan]",,"[nan, nan, nan]"
1095,822997869,Bistro No.2,48.1425136,11.5039485,pub,"Su-Th 18:00-01:00, Fr,Sa,PH 18:00-05:00","['http://www.bistro-no2.de/', nan, nan, nan]",,"[nan, nan, nan]"
1096,827518505,Blue Nile,48.1604665,11.5884996,restaurant,We-Mo 17:30-01:00,"[nan, nan, nan, nan]",,"['ethiopian', nan, nan]"
1097,828651049,Hard Rock Cafe Munich,48.137729,11.5795505,restaurant,"Su-Th 12:00-24:00; Fr,Sa 12:00-02:00","[nan, 'http://www.hardrock.com/cafes/munich/', nan, nan]",,"['american', nan, nan]"
1098,828917159,Taj Krishna,48.1567448,11.5301773,restaurant,"11:00-15:00, 17:30-22:30","[nan, nan, nan, nan]",,"['indian', nan, nan]"
1099,828917166,Acetaia,48.1581698,11.5271003,restaurant,"Mo-Su 12:00-14:30, 18:30-22:30; Sa 18:30-22:30","[nan, 'http://www.restaurant-acetaia.de/', nan, nan]",,"['italian', nan, nan]"
1100,829476403,Kavun Hotel,48.1364699,11.5566752,restaurant,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1101,831220695,Romans,48.1572311,11.5291832,restaurant,"Mo-Fr 11:00-01:00, Sa-Su,PH 10:00-01:00","[nan, 'http://www.ristorante-romans.de/', nan, nan]",,"['italian', nan, nan]"
1102,832629445,Schuhbecks Orlando,48.1381464,11.580167,restaurant,09:00-02:00,"[nan, 'https://www.schuhbeck.de/gastronomie/orlando/schuhbecks-orlando/', nan, nan]",,"['bavarian_mediteranian', nan, nan]"
1103,834202285,Königlicher Hirschgarten,48.1498516,11.5110978,restaurant,Mo-Su 10:00-24:00,"['https://www.hirschgarten.de/', 'http://www.hirschgarten.de', nan, nan]",,"['bavarian', nan, nan]"
1104,835352291,backspielhaus,48.158196,11.5111799,cafe,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1105,835352662,Espressothek,48.1558446,11.5124775,cafe,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1106,838507439,New Era,48.1626752,11.5873006,cafe,"Mo-Fr 07:30-22:00; PH,Sa,Su 08:00-22:00","['https://neweracoffee.de/', nan, nan, nan]",,"[nan, nan, nan]"
1107,843257169,Tavernetta Italiana Ciccio's,48.1052487,11.5624401,restaurant,"Mo,We,Th 11:30-14:30,17:00-22:00; Fr-Su,PH 11:30-22:00","[nan, nan, nan, nan]",,"['pizza;italian', nan, nan]"
1108,843782171,Butter,48.1499078,11.5404177,cafe,Mo-Fr 08:00-18:00; Sa 10:00-16:00,"['http://www.alles-butter.de', nan, nan, nan]",,"[nan, nan, nan]"
1109,843796241,Traffic,48.1507605,11.5364176,restaurant,"Tu-Fr 09:00-15:00, 19:00-23:00","[nan, 'http://www.traffic-bar.de', nan, nan]",,"['sandwich', nan, nan]"
1110,843798280,ASIA Restaurant (Hanshe),48.1497347,11.5343549,restaurant,Mo-Fr 11:00-19:30,"[nan, nan, nan, nan]",,"['chinese', nan, nan]"
1111,843807395,Eiscafe Venezia,48.1531376,11.5325876,cafe,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
1112,843810307,Maui,48.1518832,11.535643,restaurant,"Mo-Fr 11:30-14:30,18:00-23:00; Sa,Su,PH 18:00-23:00","['http://www.maui-restaurant.de', nan, nan, nan]",+49 89 18923188,"['hawaiian;asian', nan, nan]"
1113,843820923,Chopan,48.1484234,11.5434805,restaurant,Mo-Su 18:00-24:00,"[nan, 'http://www.chopan.de/', nan, nan]",,"['afghan', nan, nan]"
1114,844503789,Bar Centrale,48.1368034,11.5797997,cafe,"Mo-Sa 07:30-01:00, Su 09:00-01:00","['https://www.bar-centrale.com/', nan, nan, nan]",+49 89 22 37 62,"['italian', nan, nan]"
